case_number,case_id,created_at,case_subtype,symptom_summary,asset_name,channel,case_status,support_tier,platform,country,handle_time_minutes,transfers,resolved_flag,csat_score,sentiment_score
7003098,CSE003098,2025-05-29T00:00:00.000Z,Functionality,Refund request,Doorbell,Phone,In Progress,Tier 1,iOS,DE,22,1,1,1,-1.0
7003099,CSE003099,2025-05-10T00:00:00.000Z,Connectivity,Motion alerts delayed,Doorbell,Chat,Closed,Tier 2,Android,DE,15,0,0,4,0.35
7003100,CSE003100,2025-05-08T00:00:00.000Z,Inquiry,Device setup issue,Floodlight,Phone,Closed,Tier 2,Android,CA,3,1,1,5,0.38
7003101,CSE003101,2025-05-31T00:00:00.000Z,Connectivity,Order status,Camera,Phone,Closed,Tier 2,Android,US,17,1,1,5,0.39
7003102,CSE003102,2025-07-26T00:00:00.000Z,Inquiry,Motion alerts delayed,Chime,Phone,In Progress,Tier 1,iOS,CA,17,0,1,4,-0.54
7003103,CSE003103,2025-05-24T00:00:00.000Z,Account,Order status,Base Station,Email,Closed,Tier 1,iOS,DE,13,0,1,5,0.43
7003104,CSE003104,2025-06-10T00:00:00.000Z,Shipping,Camera offline,Camera,Chat,Closed,Tier 2,Android,AU,20,0,1,4,0.56
7003105,CSE003105,2025-07-21T00:00:00.000Z,Connectivity,App login issues,Doorbell,Email,Closed,Tier 2,iOS,UK,27,0,1,4,0.77
7003106,CSE003106,2025-06-09T00:00:00.000Z,Inquiry,Device setup issue,Chime,Phone,Closed,Tier 1,Android,US,21,0,1,2,-0.51
7003107,CSE003107,2025-06-17T00:00:00.000Z,Functionality,Refund request,Doorbell,Community,Closed,Tier 1,iOS,AU,19,0,1,3,-0.26
7003108,CSE003108,2025-06-16T00:00:00.000Z,Functionality,Subscription question,Chime,Chat,Escalated,Tier 1,Web,CA,19,0,1,2,-0.6
7003109,CSE003109,2025-05-20T00:00:00.000Z,Inquiry,Base station offline,Base Station,Phone,Closed,Tier 1,Android,CA,9,1,1,4,0.65
7003110,CSE003110,2025-05-10T00:00:00.000Z,Functionality,No live stream,Base Station,Chat,Closed,Tier 1,Web,AU,11,0,1,4,0.3
7003111,CSE003111,2025-07-04T00:00:00.000Z,Account,Device setup issue,Doorbell,Email,In Progress,Tier 1,Android,AU,13,0,1,2,-0.28
7003112,CSE003112,2025-06-04T00:00:00.000Z,Functionality,Base station offline,Base Station,Community,Closed,Tier 3,Web,CA,14,0,0,4,0.14
7003113,CSE003113,2025-07-31T00:00:00.000Z,Account,App login issues,Doorbell,Email,Closed,Tier 1,iOS,UK,21,0,1,4,-0.04
7003114,CSE003114,2025-07-22T00:00:00.000Z,Connectivity,Subscription question,Base Station,Phone,Closed,Tier 1,iOS,US,9,1,1,4,0.95
7003115,CSE003115,2025-07-14T00:00:00.000Z,Billing,App login issues,Chime,Email,Closed,Tier 1,Web,AU,13,0,1,4,1.0
7003116,CSE003116,2025-06-06T00:00:00.000Z,Account,Order status,Base Station,Phone,Closed,Tier 1,Android,AU,18,1,1,4,0.28
7003117,CSE003117,2025-07-09T00:00:00.000Z,Connectivity,No live stream,Doorbell,Phone,Escalated,Tier 2,Android,AU,7,0,1,5,1.0
7003118,CSE003118,2025-07-24T00:00:00.000Z,Functionality,Subscription question,Camera,Community,In Progress,Tier 1,Android,DE,19,1,1,5,0.8
7003119,CSE003119,2025-07-16T00:00:00.000Z,Connectivity,Motion alerts delayed,Base Station,Chat,Closed,Tier 1,Unknown,UK,18,0,1,4,0.59
7003120,CSE003120,2025-06-11T00:00:00.000Z,Functionality,Subscription question,Base Station,Phone,Closed,Tier 1,iOS,US,5,0,1,4,0.86
7003121,CSE003121,2025-05-25T00:00:00.000Z,Functionality,Motion alerts delayed,Chime,Community,Closed,Tier 1,Web,DE,16,0,1,2,-0.09
7003122,CSE003122,2025-06-25T00:00:00.000Z,Billing,Refund request,Doorbell,Community,Closed,Tier 1,Android,CA,13,0,1,3,0.13
7003123,CSE003123,2025-07-16T00:00:00.000Z,Account,No live stream,Base Station,Community,Closed,Tier 1,iOS,US,25,0,0,2,-0.63
7003124,CSE003124,2025-05-09T00:00:00.000Z,Inquiry,Camera offline,Doorbell,Email,Closed,Tier 1,Android,CA,8,0,1,4,0.65
7003125,CSE003125,2025-06-23T00:00:00.000Z,Inquiry,Subscription question,Floodlight,Chat,Closed,Tier 2,Android,UK,14,0,1,4,0.78
7003126,CSE003126,2025-05-04T00:00:00.000Z,Inquiry,Subscription question,Base Station,Phone,Closed,Tier 1,Web,CA,30,0,1,5,1.0
7003127,CSE003127,2025-07-21T00:00:00.000Z,Functionality,Refund request,Base Station,Phone,Closed,Tier 2,Android,UK,23,1,1,3,-0.18
7003128,CSE003128,2025-07-26T00:00:00.000Z,Billing,Refund request,Doorbell,Phone,Closed,Tier 1,iOS,US,14,0,1,5,0.68
7003129,CSE003129,2025-05-02T00:00:00.000Z,Functionality,Motion alerts delayed,Doorbell,Phone,Escalated,Tier 1,iOS,AU,20,0,1,4,0.36
7003130,CSE003130,2025-06-16T00:00:00.000Z,Billing,No live stream,Base Station,Chat,Closed,Tier 1,Android,DE,25,1,1,5,0.95
7003131,CSE003131,2025-05-04T00:00:00.000Z,Connectivity,Subscription question,Floodlight,Chat,Closed,Tier 1,Android,CA,9,0,1,4,0.13
7003132,CSE003132,2025-05-31T00:00:00.000Z,Shipping,Subscription question,Chime,Phone,Closed,Tier 1,Unknown,UK,13,0,1,3,0.4
7003133,CSE003133,2025-06-13T00:00:00.000Z,Connectivity,Device setup issue,Chime,Community,Closed,Tier 2,iOS,CA,22,0,0,3,0.42
7003134,CSE003134,2025-06-25T00:00:00.000Z,Connectivity,Motion alerts delayed,Camera,Phone,Escalated,Tier 1,Android,AU,17,0,1,5,1.0
7003135,CSE003135,2025-06-08T00:00:00.000Z,Inquiry,No live stream,Camera,Chat,Closed,Tier 1,Web,AU,22,0,1,2,-0.74
7003136,CSE003136,2025-07-03T00:00:00.000Z,Account,Device setup issue,Doorbell,Email,Closed,Tier 1,iOS,US,21,0,1,5,0.99
7003137,CSE003137,2025-07-03T00:00:00.000Z,Account,Camera offline,Floodlight,Chat,Closed,Tier 1,iOS,UK,14,2,1,5,0.72
7003138,CSE003138,2025-06-18T00:00:00.000Z,Functionality,App login issues,Chime,Email,Closed,Tier 2,Android,DE,30,1,1,5,0.63
7003139,CSE003139,2025-06-03T00:00:00.000Z,Account,Motion alerts delayed,Doorbell,Email,Closed,Tier 2,iOS,AU,15,1,1,4,1.0
7003140,CSE003140,2025-05-18T00:00:00.000Z,Billing,Camera offline,Doorbell,Phone,Closed,Tier 1,iOS,DE,10,0,1,3,0.68
7003141,CSE003141,2025-05-11T00:00:00.000Z,Billing,Device setup issue,Chime,Community,Closed,Tier 1,Android,UK,22,0,1,5,1.0
7003142,CSE003142,2025-06-13T00:00:00.000Z,Inquiry,No live stream,Chime,Email,Closed,Tier 1,iOS,US,27,1,1,4,-0.63
7003143,CSE003143,2025-06-07T00:00:00.000Z,Inquiry,Base station offline,Floodlight,Phone,Closed,Tier 1,Web,UK,21,4,1,3,-0.0
7003144,CSE003144,2025-07-04T00:00:00.000Z,Functionality,No live stream,Chime,Chat,Closed,Tier 1,iOS,CA,15,0,1,5,0.89
7003145,CSE003145,2025-07-31T00:00:00.000Z,Connectivity,Base station offline,Doorbell,Chat,Closed,Tier 2,iOS,CA,30,1,1,5,0.62
7003146,CSE003146,2025-07-14T00:00:00.000Z,Inquiry,Motion alerts delayed,Camera,Community,Closed,Tier 2,Android,UK,13,0,1,4,0.38
7003147,CSE003147,2025-06-24T00:00:00.000Z,Inquiry,Refund request,Chime,Phone,Closed,Tier 1,Android,DE,17,1,1,2,-1.0
7003148,CSE003148,2025-06-02T00:00:00.000Z,Connectivity,No live stream,Floodlight,Phone,Closed,Tier 1,Android,US,13,0,1,3,-0.55
7003149,CSE003149,2025-07-10T00:00:00.000Z,Inquiry,Base station offline,Chime,Phone,Closed,Tier 1,Android,CA,26,2,1,4,-0.33
7003150,CSE003150,2025-05-01T00:00:00.000Z,Inquiry,Motion alerts delayed,Floodlight,Phone,Closed,Tier 1,Android,CA,9,0,1,5,1.0
7003151,CSE003151,2025-05-09T00:00:00.000Z,Inquiry,App login issues,Camera,Phone,Closed,Tier 1,iOS,DE,11,1,1,2,0.01
7003152,CSE003152,2025-05-12T00:00:00.000Z,Inquiry,Base station offline,Camera,Phone,Closed,Tier 1,Android,US,25,0,1,1,-1.0
7003153,CSE003153,2025-05-10T00:00:00.000Z,Functionality,Subscription question,Camera,Phone,Escalated,Tier 1,Android,UK,31,1,1,5,0.91
7003154,CSE003154,2025-05-23T00:00:00.000Z,Inquiry,Base station offline,Chime,Phone,Escalated,Tier 3,Android,US,28,0,1,5,1.0
7003155,CSE003155,2025-06-03T00:00:00.000Z,Inquiry,Base station offline,Base Station,Chat,Escalated,Tier 2,iOS,CA,23,0,1,2,-0.48
7003156,CSE003156,2025-07-14T00:00:00.000Z,Connectivity,Device setup issue,Doorbell,Community,Closed,Tier 2,iOS,UK,16,1,0,4,0.42
7003157,CSE003157,2025-05-07T00:00:00.000Z,Functionality,Refund request,Chime,Email,Closed,Tier 3,iOS,CA,22,1,1,5,0.3
7003158,CSE003158,2025-07-15T00:00:00.000Z,Shipping,Subscription question,Base Station,Phone,Closed,Tier 3,Android,AU,10,0,1,4,0.47
7003159,CSE003159,2025-06-04T00:00:00.000Z,Inquiry,App login issues,Floodlight,Phone,Closed,Tier 1,Web,DE,21,0,1,4,1.0
7003160,CSE003160,2025-07-04T00:00:00.000Z,Functionality,No live stream,Base Station,Email,In Progress,Tier 1,Android,DE,25,0,1,4,0.8
7003161,CSE003161,2025-05-19T00:00:00.000Z,Connectivity,Subscription question,Camera,Community,Closed,Tier 1,Android,AU,14,0,1,4,0.92
7003162,CSE003162,2025-07-18T00:00:00.000Z,Inquiry,Refund request,Doorbell,Community,In Progress,Tier 1,Android,AU,20,0,0,5,0.98
7003163,CSE003163,2025-07-08T00:00:00.000Z,Inquiry,Refund request,Doorbell,Email,Closed,Tier 1,Android,DE,19,0,1,2,-0.9
7003164,CSE003164,2025-07-21T00:00:00.000Z,Inquiry,Base station offline,Base Station,Phone,Closed,Tier 2,Android,US,24,0,1,4,0.6
7003165,CSE003165,2025-06-22T00:00:00.000Z,Functionality,App login issues,Doorbell,Phone,Closed,Tier 1,iOS,AU,14,1,1,5,0.83
7003166,CSE003166,2025-07-28T00:00:00.000Z,Billing,Subscription question,Floodlight,Phone,Closed,Tier 1,Android,US,3,1,1,5,1.0
7003167,CSE003167,2025-06-01T00:00:00.000Z,Connectivity,No live stream,Chime,Chat,Closed,Tier 2,iOS,CA,18,0,1,5,0.57
7003168,CSE003168,2025-05-25T00:00:00.000Z,Connectivity,App login issues,Doorbell,Email,Escalated,Tier 1,iOS,CA,20,0,1,4,0.25
7003169,CSE003169,2025-07-09T00:00:00.000Z,Connectivity,App login issues,Floodlight,Email,Closed,Tier 1,iOS,US,13,0,1,5,1.0
7003170,CSE003170,2025-07-25T00:00:00.000Z,Inquiry,Device setup issue,Camera,Email,Closed,Tier 1,Android,AU,21,0,1,5,1.0
7003171,CSE003171,2025-06-08T00:00:00.000Z,Billing,Device setup issue,Base Station,Chat,In Progress,Tier 1,Android,CA,27,1,1,5,0.78
7003172,CSE003172,2025-05-05T00:00:00.000Z,Account,App login issues,Chime,Phone,Closed,Tier 1,Unknown,CA,23,0,1,4,0.15
7003173,CSE003173,2025-06-01T00:00:00.000Z,Billing,Order status,Doorbell,Phone,Closed,Tier 2,iOS,CA,13,0,1,4,0.12
7003174,CSE003174,2025-07-03T00:00:00.000Z,Functionality,App login issues,Camera,Phone,Closed,Tier 1,Unknown,CA,22,0,1,3,0.42
7003175,CSE003175,2025-06-18T00:00:00.000Z,Billing,Refund request,Floodlight,Phone,Closed,Tier 1,Unknown,AU,23,1,1,1,-0.89
7003176,CSE003176,2025-06-15T00:00:00.000Z,Shipping,Order status,Chime,Chat,Closed,Tier 1,iOS,DE,28,1,0,2,-0.93
7003177,CSE003177,2025-05-26T00:00:00.000Z,Inquiry,Device setup issue,Chime,Email,Closed,Tier 1,iOS,CA,12,0,1,2,-0.47
7003178,CSE003178,2025-06-09T00:00:00.000Z,Account,Subscription question,Floodlight,Chat,Closed,Tier 1,iOS,DE,24,0,1,2,-0.76
7003179,CSE003179,2025-07-14T00:00:00.000Z,Inquiry,Refund request,Floodlight,Phone,Closed,Tier 2,Android,UK,25,0,1,5,0.7
7003180,CSE003180,2025-05-08T00:00:00.000Z,Account,App login issues,Base Station,Phone,Closed,Tier 1,Web,DE,13,0,1,5,0.28
7003181,CSE003181,2025-06-23T00:00:00.000Z,Billing,Device setup issue,Base Station,Email,Closed,Tier 1,Android,DE,21,1,1,1,-0.51
7003182,CSE003182,2025-07-12T00:00:00.000Z,Inquiry,Device setup issue,Doorbell,Phone,Closed,Tier 1,Web,AU,10,0,0,4,0.1
7003183,CSE003183,2025-07-07T00:00:00.000Z,Inquiry,Motion alerts delayed,Floodlight,Chat,Closed,Tier 1,iOS,UK,16,0,1,4,0.52
7003184,CSE003184,2025-07-25T00:00:00.000Z,Shipping,Base station offline,Chime,Email,Closed,Tier 1,Android,CA,24,0,1,5,1.0
7003185,CSE003185,2025-07-13T00:00:00.000Z,Connectivity,Base station offline,Floodlight,Email,Escalated,Tier 1,Unknown,US,16,0,1,3,-0.42
7003186,CSE003186,2025-07-18T00:00:00.000Z,Account,Camera offline,Doorbell,Phone,Escalated,Tier 2,iOS,AU,17,2,1,1,-0.96
7003187,CSE003187,2025-06-11T00:00:00.000Z,Functionality,Refund request,Camera,Email,Closed,Tier 2,Android,AU,17,0,1,5,1.0
7003188,CSE003188,2025-05-14T00:00:00.000Z,Inquiry,Motion alerts delayed,Base Station,Chat,Closed,Tier 1,Android,DE,26,1,1,4,1.0
7003189,CSE003189,2025-06-20T00:00:00.000Z,Connectivity,Refund request,Doorbell,Phone,Closed,Tier 2,iOS,DE,17,0,1,5,0.88
7003190,CSE003190,2025-06-13T00:00:00.000Z,Inquiry,Order status,Camera,Chat,Closed,Tier 1,iOS,AU,11,0,1,5,1.0
7003191,CSE003191,2025-07-17T00:00:00.000Z,Account,App login issues,Chime,Community,Closed,Tier 1,Android,UK,18,0,1,5,0.52
7003192,CSE003192,2025-05-17T00:00:00.000Z,Functionality,Base station offline,Camera,Phone,Closed,Tier 2,iOS,AU,11,0,1,4,0.49
7003193,CSE003193,2025-06-04T00:00:00.000Z,Functionality,Camera offline,Chime,Chat,Closed,Tier 1,Android,AU,24,1,1,1,-0.77
7003194,CSE003194,2025-07-07T00:00:00.000Z,Billing,Subscription question,Doorbell,Email,Closed,Tier 1,iOS,CA,13,0,1,5,0.91
7003195,CSE003195,2025-05-15T00:00:00.000Z,Account,Order status,Base Station,Email,Closed,Tier 1,iOS,US,9,0,1,5,0.46
7003196,CSE003196,2025-07-31T00:00:00.000Z,Connectivity,Order status,Base Station,Email,Closed,Tier 2,Android,UK,17,3,1,5,0.91
7003197,CSE003197,2025-05-23T00:00:00.000Z,Inquiry,Base station offline,Chime,Community,Escalated,Tier 2,Android,DE,6,0,0,4,-0.13
7003198,CSE003198,2025-07-08T00:00:00.000Z,Functionality,Device setup issue,Chime,Community,Closed,Tier 1,Android,DE,14,0,1,5,0.65
7003199,CSE003199,2025-05-21T00:00:00.000Z,Connectivity,App login issues,Floodlight,Chat,Closed,Tier 2,Unknown,AU,17,0,1,1,-0.67
7003200,CSE003200,2025-06-03T00:00:00.000Z,Functionality,Camera offline,Chime,Phone,Escalated,Tier 1,Android,AU,23,0,1,4,0.62
7003201,CSE003201,2025-05-17T00:00:00.000Z,Connectivity,Device setup issue,Base Station,Phone,In Progress,Tier 1,iOS,US,23,0,1,1,-1.0
7003202,CSE003202,2025-07-23T00:00:00.000Z,Connectivity,Subscription question,Doorbell,Email,Closed,Tier 2,Web,DE,24,0,1,4,0.27
7003203,CSE003203,2025-05-02T00:00:00.000Z,Account,Device setup issue,Camera,Phone,In Progress,Tier 1,Web,UK,12,0,1,3,-0.24
7003204,CSE003204,2025-05-13T00:00:00.000Z,Connectivity,Subscription question,Floodlight,Email,Escalated,Tier 1,iOS,DE,22,0,1,5,0.55
7003205,CSE003205,2025-07-31T00:00:00.000Z,Billing,No live stream,Chime,Phone,Closed,Tier 1,iOS,DE,10,0,1,1,-1.0
7003206,CSE003206,2025-05-10T00:00:00.000Z,Connectivity,No live stream,Camera,Phone,Closed,Tier 1,Android,AU,20,1,1,5,1.0
7003207,CSE003207,2025-06-23T00:00:00.000Z,Inquiry,Subscription question,Chime,Phone,Closed,Tier 1,Android,CA,23,0,1,3,-0.04
7003208,CSE003208,2025-05-27T00:00:00.000Z,Shipping,No live stream,Doorbell,Chat,Closed,Tier 1,iOS,AU,13,0,1,4,0.45
7003209,CSE003209,2025-05-17T00:00:00.000Z,Billing,App login issues,Doorbell,Phone,In Progress,Tier 1,Android,UK,15,0,1,3,0.43
7003210,CSE003210,2025-05-12T00:00:00.000Z,Connectivity,Device setup issue,Camera,Community,Closed,Tier 1,iOS,UK,16,0,1,4,-0.11
7003211,CSE003211,2025-05-05T00:00:00.000Z,Connectivity,Base station offline,Camera,Phone,Escalated,Tier 1,Web,UK,5,1,1,3,0.45
7003212,CSE003212,2025-06-05T00:00:00.000Z,Billing,App login issues,Doorbell,Phone,Closed,Tier 1,Web,UK,22,2,1,5,1.0
7003213,CSE003213,2025-06-01T00:00:00.000Z,Functionality,Order status,Camera,Community,Closed,Tier 1,Android,AU,15,1,1,2,-0.19
7003214,CSE003214,2025-06-27T00:00:00.000Z,Billing,Refund request,Floodlight,Phone,Closed,Tier 1,iOS,AU,22,1,1,3,0.41
7003215,CSE003215,2025-06-05T00:00:00.000Z,Inquiry,Subscription question,Floodlight,Phone,Closed,Tier 1,Android,CA,35,0,1,3,-0.33
7003216,CSE003216,2025-06-10T00:00:00.000Z,Shipping,Base station offline,Floodlight,Phone,In Progress,Tier 1,iOS,UK,9,0,1,4,0.5
7003217,CSE003217,2025-06-30T00:00:00.000Z,Billing,Subscription question,Doorbell,Phone,Closed,Tier 1,iOS,UK,7,0,1,4,-0.25
7003218,CSE003218,2025-07-16T00:00:00.000Z,Functionality,App login issues,Base Station,Phone,Closed,Tier 2,Web,AU,20,0,1,3,-0.1
7003219,CSE003219,2025-05-20T00:00:00.000Z,Inquiry,Base station offline,Base Station,Community,Closed,Tier 1,Android,CA,17,1,1,5,1.0
7003220,CSE003220,2025-05-01T00:00:00.000Z,Functionality,Order status,Chime,Email,Escalated,Tier 1,Android,CA,25,0,0,4,0.22
7003221,CSE003221,2025-05-02T00:00:00.000Z,Connectivity,Base station offline,Chime,Phone,Closed,Tier 1,Android,UK,30,2,1,3,-0.34
7003222,CSE003222,2025-05-13T00:00:00.000Z,Inquiry,No live stream,Chime,Email,Closed,Tier 3,iOS,US,20,0,1,5,1.0
7003223,CSE003223,2025-06-04T00:00:00.000Z,Functionality,Order status,Camera,Phone,Closed,Tier 3,Web,CA,13,1,1,4,0.42
7003224,CSE003224,2025-07-20T00:00:00.000Z,Inquiry,Order status,Base Station,Community,Closed,Tier 1,Web,US,16,0,1,5,0.68
7003225,CSE003225,2025-06-29T00:00:00.000Z,Inquiry,Order status,Camera,Phone,Closed,Tier 1,Android,AU,12,2,1,4,0.76
7003226,CSE003226,2025-06-02T00:00:00.000Z,Inquiry,Subscription question,Chime,Phone,Closed,Tier 2,Android,UK,21,1,1,5,0.63
7003227,CSE003227,2025-07-14T00:00:00.000Z,Functionality,Subscription question,Floodlight,Chat,Closed,Tier 2,iOS,UK,18,1,1,4,0.12
7003228,CSE003228,2025-05-27T00:00:00.000Z,Inquiry,Order status,Floodlight,Phone,Closed,Tier 1,Web,CA,16,0,1,5,1.0
7003229,CSE003229,2025-07-15T00:00:00.000Z,Account,Refund request,Base Station,Phone,Closed,Tier 1,Android,UK,21,0,0,4,0.53
7003230,CSE003230,2025-06-06T00:00:00.000Z,Billing,Motion alerts delayed,Floodlight,Phone,Closed,Tier 3,iOS,US,21,0,1,3,0.06
7003231,CSE003231,2025-07-24T00:00:00.000Z,Functionality,Device setup issue,Floodlight,Phone,In Progress,Tier 1,Web,UK,12,1,1,4,0.66
7003232,CSE003232,2025-05-31T00:00:00.000Z,Inquiry,Order status,Doorbell,Chat,Closed,Tier 2,iOS,DE,20,0,1,4,0.07
7003233,CSE003233,2025-07-22T00:00:00.000Z,Functionality,No live stream,Chime,Chat,Closed,Tier 2,Android,AU,15,0,1,3,0.09
7003234,CSE003234,2025-05-11T00:00:00.000Z,Connectivity,Subscription question,Floodlight,Phone,Closed,Tier 1,iOS,CA,20,0,1,5,1.0
7003235,CSE003235,2025-07-25T00:00:00.000Z,Inquiry,Device setup issue,Camera,Chat,Closed,Tier 1,iOS,AU,34,0,1,4,0.64
7003236,CSE003236,2025-07-02T00:00:00.000Z,Connectivity,Order status,Base Station,Email,Closed,Tier 1,Unknown,DE,12,0,1,5,0.92
7003237,CSE003237,2025-06-29T00:00:00.000Z,Inquiry,Order status,Camera,Phone,Closed,Tier 2,Android,AU,14,1,0,4,0.37
7003238,CSE003238,2025-06-21T00:00:00.000Z,Connectivity,Base station offline,Doorbell,Phone,Closed,Tier 1,Android,CA,20,0,1,1,-0.79
7003239,CSE003239,2025-05-05T00:00:00.000Z,Account,Subscription question,Chime,Phone,Closed,Tier 1,iOS,DE,6,3,1,3,0.28
7003240,CSE003240,2025-06-05T00:00:00.000Z,Connectivity,Subscription question,Doorbell,Phone,Closed,Tier 1,iOS,UK,7,1,1,5,0.57
7003241,CSE003241,2025-06-08T00:00:00.000Z,Inquiry,Base station offline,Doorbell,Phone,In Progress,Tier 2,iOS,US,9,1,1,4,1.0
7003242,CSE003242,2025-07-29T00:00:00.000Z,Account,Camera offline,Floodlight,Email,Closed,Tier 3,Android,UK,12,0,1,4,0.68
7003243,CSE003243,2025-07-13T00:00:00.000Z,Functionality,Camera offline,Floodlight,Phone,Closed,Tier 1,Android,CA,12,0,1,3,0.12
7003244,CSE003244,2025-05-27T00:00:00.000Z,Billing,App login issues,Doorbell,Phone,In Progress,Tier 1,Android,US,21,0,1,2,-1.0
7003245,CSE003245,2025-05-14T00:00:00.000Z,Inquiry,App login issues,Floodlight,Email,Closed,Tier 2,iOS,DE,15,0,1,4,0.32
7003246,CSE003246,2025-06-18T00:00:00.000Z,Functionality,Refund request,Doorbell,Email,In Progress,Tier 2,Android,DE,17,1,1,5,0.8
7003247,CSE003247,2025-06-04T00:00:00.000Z,Connectivity,Base station offline,Camera,Chat,In Progress,Tier 1,Android,US,17,0,1,3,-0.21
7003248,CSE003248,2025-07-13T00:00:00.000Z,Account,App login issues,Base Station,Phone,Closed,Tier 1,Android,AU,17,1,1,4,1.0
7003249,CSE003249,2025-05-25T00:00:00.000Z,Functionality,Subscription question,Doorbell,Chat,Closed,Tier 1,Web,AU,14,0,1,5,1.0
7003250,CSE003250,2025-07-06T00:00:00.000Z,Billing,Subscription question,Chime,Community,Closed,Tier 1,iOS,AU,8,0,1,1,-0.69
7003251,CSE003251,2025-06-12T00:00:00.000Z,Inquiry,Camera offline,Floodlight,Email,In Progress,Tier 1,iOS,AU,17,1,1,5,1.0
7003252,CSE003252,2025-06-30T00:00:00.000Z,Connectivity,Motion alerts delayed,Chime,Phone,Escalated,Tier 2,iOS,UK,19,0,1,3,-0.39
7003253,CSE003253,2025-07-17T00:00:00.000Z,Connectivity,Device setup issue,Camera,Phone,Closed,Tier 3,iOS,DE,9,0,1,4,0.87
7003254,CSE003254,2025-07-20T00:00:00.000Z,Functionality,App login issues,Chime,Phone,Closed,Tier 1,Android,CA,3,0,1,5,0.06
7003255,CSE003255,2025-05-07T00:00:00.000Z,Connectivity,Device setup issue,Doorbell,Phone,Closed,Tier 2,iOS,AU,13,0,1,3,0.11
7003256,CSE003256,2025-05-29T00:00:00.000Z,Billing,Subscription question,Floodlight,Email,Closed,Tier 2,Unknown,UK,18,1,1,1,-1.0
7003257,CSE003257,2025-05-19T00:00:00.000Z,Connectivity,No live stream,Chime,Phone,Closed,Tier 2,iOS,AU,19,1,1,4,0.31
7003258,CSE003258,2025-06-03T00:00:00.000Z,Connectivity,App login issues,Base Station,Phone,Closed,Tier 2,iOS,US,14,0,1,2,-0.67
7003259,CSE003259,2025-06-12T00:00:00.000Z,Connectivity,Device setup issue,Floodlight,Phone,Closed,Tier 1,Web,UK,16,0,1,4,0.53
7003260,CSE003260,2025-06-25T00:00:00.000Z,Inquiry,Base station offline,Chime,Phone,Escalated,Tier 2,iOS,US,17,0,1,3,0.41
7003261,CSE003261,2025-06-03T00:00:00.000Z,Connectivity,Subscription question,Base Station,Chat,Closed,Tier 1,iOS,UK,15,1,1,3,0.06
7003262,CSE003262,2025-06-19T00:00:00.000Z,Functionality,Base station offline,Chime,Phone,Closed,Tier 1,iOS,AU,16,0,1,5,0.57
7003263,CSE003263,2025-06-08T00:00:00.000Z,Billing,Base station offline,Doorbell,Community,Closed,Tier 2,Web,DE,27,0,1,1,-0.85
7003264,CSE003264,2025-07-16T00:00:00.000Z,Connectivity,Refund request,Chime,Community,Closed,Tier 1,iOS,CA,26,0,0,4,0.63
7003265,CSE003265,2025-06-13T00:00:00.000Z,Billing,Order status,Camera,Phone,Closed,Tier 1,Android,CA,11,0,1,2,-0.95
7003266,CSE003266,2025-07-11T00:00:00.000Z,Connectivity,Device setup issue,Chime,Phone,Closed,Tier 1,iOS,UK,16,0,1,3,-0.37
7003267,CSE003267,2025-06-24T00:00:00.000Z,Shipping,Camera offline,Floodlight,Chat,Closed,Tier 2,Android,DE,27,0,1,3,-0.51
7003268,CSE003268,2025-05-28T00:00:00.000Z,Inquiry,Refund request,Base Station,Email,Closed,Tier 2,Web,US,10,0,0,4,0.7
7003269,CSE003269,2025-05-28T00:00:00.000Z,Shipping,Device setup issue,Camera,Email,Closed,Tier 2,iOS,UK,19,0,1,4,0.23
7003270,CSE003270,2025-07-20T00:00:00.000Z,Inquiry,Camera offline,Doorbell,Phone,In Progress,Tier 2,iOS,CA,33,1,1,5,1.0
7003271,CSE003271,2025-06-25T00:00:00.000Z,Account,No live stream,Chime,Email,Closed,Tier 2,iOS,CA,16,0,1,2,-0.89
7003272,CSE003272,2025-06-21T00:00:00.000Z,Functionality,Order status,Doorbell,Email,Escalated,Tier 1,Unknown,DE,3,0,1,4,-0.0
7003273,CSE003273,2025-07-13T00:00:00.000Z,Inquiry,Device setup issue,Chime,Email,Closed,Tier 1,Web,CA,17,0,1,5,0.91
7003274,CSE003274,2025-06-11T00:00:00.000Z,Functionality,Device setup issue,Camera,Email,Closed,Tier 1,Android,AU,13,0,1,4,-0.04
7003275,CSE003275,2025-05-16T00:00:00.000Z,Functionality,No live stream,Doorbell,Community,In Progress,Tier 1,iOS,US,16,0,1,3,-0.32
7003276,CSE003276,2025-07-11T00:00:00.000Z,Account,Order status,Floodlight,Email,Closed,Tier 1,iOS,CA,12,0,1,4,0.79
7003277,CSE003277,2025-05-29T00:00:00.000Z,Functionality,No live stream,Floodlight,Phone,In Progress,Tier 2,iOS,CA,29,0,1,2,-0.74
7003278,CSE003278,2025-06-03T00:00:00.000Z,Functionality,Subscription question,Chime,Chat,Closed,Tier 1,Web,CA,18,1,1,4,0.3
7003279,CSE003279,2025-06-20T00:00:00.000Z,Inquiry,App login issues,Camera,Phone,Closed,Tier 1,Android,DE,20,0,1,4,0.46
7003280,CSE003280,2025-06-20T00:00:00.000Z,Inquiry,Order status,Floodlight,Community,Closed,Tier 1,Android,AU,11,0,1,4,0.1
7003281,CSE003281,2025-07-19T00:00:00.000Z,Inquiry,No live stream,Base Station,Chat,Escalated,Tier 2,iOS,CA,21,1,1,5,0.71
